OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2WAGONT04051120100825SRW,Sample-Routine,Water,,5/11/2010,8:25:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2WAGONT04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LNE3WRTHBR04070620101158SRW,Sample-Routine,Water,,7/6/2010,11:58:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LNE3WRTHBR04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BOKLKND181109250001L,Sample-Routine,Water,,8/11/2010,9:25:00,CDT,,,,0.1,m,,,,,,AMB-NELAKE-007,,COEOMAHA_WQX-BOKLKND1,,,,,167-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Dissolved,0.05,ug/l,DL,Final,Maximum,Actual,,,,,,,,,,,,,520012,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,8/13/2010,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LNI3MERRIT04050320100954SRW,Sample-Routine,Water,,5/3/2010,9:54:00,MDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LNI3MERRIT04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LSP2OLIVER04092720100913SRW,Sample-Routine,Water,,9/27/2010,9:13:00,MDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LSP2OLIVER04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LSP1MALONY04072620101330SRW,Sample-Routine,Water,,7/26/2010,13:30:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LSP1MALONY04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1504081720101010SRW,Sample-Routine,Water,,8/17/2010,10:10:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1504,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2PAWNEE03051120100943SRW,Sample-Routine,Water,,5/11/2010,9:43:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2PAWNEE03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.28,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LNI4BOXBUT04081620100640SRW,Sample-Routine,Water,,8/16/2010,6:40:00,MDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LNI4BOXBUT04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMP1BADER204062220100930SRW,Sample-Routine,Water,,6/22/2010,9:30:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LMP1BADER204,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT0904081020100935SRW,Sample-Routine,Water,,8/10/2010,9:35:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT0904,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LRE2HARLAN03090720100740SRW,Sample-Routine,Water,,9/7/2010,7:40:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LRE2HARLAN03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1GCUNNL05071920101430SRW,Sample-Routine,Water,,7/19/2010,14:30:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LMT1GCUNNL05,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004081720101027SRW,Sample-Routine,Water,,8/17/2010,10:27:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LRE3HSTRNK04062120101100SRW,Sample-Routine,Water,,6/21/2010,11:00:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LRE3HSTRNK04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LNI3VALMPD03052420100956SRW,Sample-Routine,Water,,5/24/2010,9:56:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LNI3VALMPD03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLO3SHERMN04070620101355SRW,Sample-Routine,Water,,7/6/2010,13:55:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLO3SHERMN04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT2005083120100754SRW,Sample-Routine,Water,,8/31/2010,7:54:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT2005,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1GCUNNL05092720101500SRW,Sample-Routine,Water,,9/27/2010,15:00:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LMT1GCUNNL05,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LNP3BRPTMI04051720101020SRW,Sample-Routine,Water,,5/17/2010,10:20:00,MDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LNP3BRPTMI04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1504072720100918SRW,Sample-Routine,Water,,7/27/2010,9:18:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1504,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL1MASKEN06051720101220SRW,Sample-Routine,Water,,5/17/2010,12:20:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LEL1MASKEN06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LRE3SWANSN04083020101005SRW,Sample-Routine,Water,,8/30/2010,10:05:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LRE3SWANSN04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2HOLMES04081720100926SRW,Sample-Routine,Water,,8/17/2010,9:26:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2HOLMES04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.45,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1504070620101017SRW,Sample-Routine,Water,,7/6/2010,10:17:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1504,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.2,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2BLUEST05072720100757SRW,Sample-Routine,Water,,7/27/2010,7:57:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2BLUEST05,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,4.38,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06061420100830SRW,Sample-Routine,Water,,6/14/2010,8:30:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2HOLMES04090720100954SRW,Sample-Routine,Water,,9/7/2010,9:54:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2HOLMES04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.44,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2CONEST03062920101050SRW,Sample-Routine,Water,,6/29/2010,10:50:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2CONEST03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.18,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLB1LONEST04080920101540SRW,Sample-Routine,Water,,8/9/2010,15:40:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLB1LONEST04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-ETNLKND150612000010L,Sample-Routine,Water,,5/6/2010,12:00:00,CDT,,,,1,m,,,,,,AMB-NELAKE-007,,COEOMAHA_WQX-ETNLKND1,,,,,167-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Dissolved,0.05,ug/l,DL,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,5/9/2010,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT0904090720100737SRW,Sample-Routine,Water,,9/7/2010,7:37:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT0904,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL1MASKEN06071920101203SRW,Sample-Routine,Water,,7/19/2010,12:03:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LEL1MASKEN06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.26,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LRE3SWANSN04071920101210SRW,Sample-Routine,Water,,7/19/2010,12:10:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LRE3SWANSN04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LBB1ROCKFD04070620101000SRW,Sample-Routine,Water,,7/6/2010,10:00:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LBB1ROCKFD04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,4.31,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2PAWNEE05081720101139SRW,Sample-Routine,Water,,8/17/2010,11:39:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2PAWNEE05,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,4.2,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LRE3HSTRNK04082320101215SRW,Sample-Routine,Water,,8/23/2010,12:15:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LRE3HSTRNK04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2PAWNEE05072020101133SRW,Sample-Routine,Water,,7/20/2010,11:33:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2PAWNEE05,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,2.22,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LRE3ENDERS04062820100655SRW,Sample-Routine,Water,,6/28/2010,6:55:00,MDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LRE3ENDERS04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1GCUNNL05061420101540SRW,Sample-Routine,Water,,6/14/2010,15:40:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LMT1GCUNNL05,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMP1BADER204071320101030SRW,Sample-Routine,Water,,7/13/2010,10:30:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LMP1BADER204,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2HOLMES04062220100912SRW,Sample-Routine,Water,,6/22/2010,9:12:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2HOLMES04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER04062820100812SRW,Sample-Routine,Water,,6/28/2010,8:12:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.23,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LRE3HBUTLR04071920101300SRW,Sample-Routine,Water,,7/19/2010,13:00:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LRE3HBUTLR04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,4.62,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LRE2HARLAN03082320100800SRW,Sample-Routine,Water,,8/23/2010,8:00:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LRE2HARLAN03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.74,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1LNORTH04071220100645SRW,Sample-Routine,Water,,7/12/2010,6:45:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP1LNORTH04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LBB1ROCKFD04051020101320SRW,Sample-Routine,Water,,5/10/2010,13:20:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LBB1ROCKFD04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LNP3BRPTMI04091320100910SRW,Sample-Routine,Water,,9/13/2010,9:10:00,MDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LNP3BRPTMI04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.38,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LBB2SWNCRK04092920101343SRW,Sample-Routine,Water,,9/29/2010,13:43:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LBB2SWNCRK04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,19.92,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LNI3MERRIT04080320100939SRW,Sample-Routine,Water,,8/3/2010,9:39:00,MDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LNI3MERRIT04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,3.69,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMP1BADER204081020101115SRW,Sample-Routine,Water,,8/10/2010,11:15:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LMP1BADER204,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2CONEST03072720100035SRW,Sample-Routine,Water,,7/27/2010,8:24:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2CONEST03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
